item_id,category,daily_demand,demand_std_dev,lead_time_days,reorder_frequency_days,ADI,CV2,intermittency_class
ITM11707,Pharma,21.18,5.82,6,7,7.0,0.07550818961712237,Intermittent
ITM12291,Groceries,25.24,1.47,4,4,4.0,0.003392000974480173,Intermittent
ITM10581,Automotive,6.68,3.35,4,12,12.0,0.25149924701495213,Intermittent
ITM11310,Electronics,48.11,5.64,9,6,6.0,0.013743188211764928,Intermittent
ITM13168,Automotive,40.19,5.26,6,6,6.0,0.01712913672496547,Intermittent
ITM12390,Groceries,30.54,3.58,7,4,4.0,0.013741305271753282,Intermittent
ITM10054,Groceries,8.2,3.0,6,3,3.0,0.13384889946460443,Intermittent
ITM10799,Groceries,4.0,5.92,8,4,4.0,2.1904,Lumpy
ITM11551,Groceries,23.63,2.7,5,7,7.0,0.013055697683768798,Intermittent
ITM11258,Groceries,37.44,9.29,7,13,13.0,0.061568666561655334,Intermittent
ITM10413,Pharma,40.74,3.09,3,9,9.0,0.0057527421639290205,Intermittent
ITM11256,Pharma,32.62,3.71,3,7,7.0,0.01293540127834368,Intermittent
ITM12759,Pharma,27.82,7.95,3,13,13.0,0.08166199885160896,Intermittent
ITM13009,Groceries,22.79,6.02,8,13,13.0,0.06977572089711641,Intermittent
ITM11473,Automotive,29.57,8.21,6,10,10.0,0.07708744741589202,Intermittent
ITM11016,Automotive,41.88,3.64,6,11,11.0,0.007554216394866308,Intermittent
ITM10359,Automotive,9.23,0.74,5,7,7.0,0.006427765694089531,Intermittent
ITM12575,Automotive,28.72,8.29,6,3,3.0,0.08331825967365242,Intermittent
ITM11336,Apparel,16.04,8.33,9,6,6.0,0.269700203978831,Intermittent
ITM12654,Pharma,15.01,4.52,7,5,5.0,0.09068082970225044,Intermittent
ITM10150,Electronics,44.58,5.66,5,11,11.0,0.016119543333613102,Intermittent
ITM10720,Groceries,45.96,3.88,5,7,7.0,0.0071269450636683345,Intermittent
ITM11213,Pharma,7.69,1.68,5,11,11.0,0.04772719201976457,Intermittent
ITM10605,Groceries,38.04,0.89,2,6,6.0,0.0005473926941699534,Intermittent
ITM12871,Electronics,15.72,9.2,7,10,10.0,0.342507882861009,Intermittent
ITM10176,Groceries,8.1,2.59,6,14,14.0,0.10224203627495808,Intermittent
ITM12058,Pharma,10.8,5.14,7,10,10.0,0.22650548696844988,Intermittent
ITM11069,Electronics,36.5,9.84,4,11,11.0,0.07267825107900167,Intermittent
ITM13169,Groceries,32.73,6.25,2,6,6.0,0.036464312021932455,Intermittent
ITM11255,Automotive,18.29,4.59,3,8,8.0,0.062979318978812,Intermittent
ITM12576,Pharma,15.28,4.07,3,12,12.0,0.07094831898796636,Intermittent
ITM11546,Pharma,12.87,4.36,7,6,6.0,0.11476669751728029,Intermittent
ITM10183,Apparel,26.49,1.19,6,6,6.0,0.0020180410964428697,Intermittent
ITM11328,Automotive,5.3,1.09,2,13,13.0,0.042296190815236744,Intermittent
ITM10961,Apparel,29.83,9.86,6,10,10.0,0.10925650987510073,Intermittent
ITM10207,Groceries,40.91,3.95,3,11,11.0,0.009322560967995221,Intermittent
ITM12539,Apparel,21.29,0.57,5,8,8.0,0.0007168006466869978,Intermittent
ITM10862,Groceries,11.02,7.35,5,7,7.0,0.4448478430571704,Intermittent
ITM11619,Apparel,34.9,8.21,9,9,9.0,0.05533952923210813,Intermittent
ITM10069,Pharma,27.04,9.02,6,7,7.0,0.11127553744616786,Intermittent
ITM12688,Groceries,44.29,2.57,5,6,6.0,0.003367091249452425,Intermittent
ITM12032,Electronics,43.0,3.24,3,7,7.0,0.005677447268793943,Intermittent
ITM11810,Apparel,32.08,2.8,6,14,14.0,0.007618111827662764,Intermittent
ITM10647,Automotive,40.45,3.21,6,13,13.0,0.006297570135725864,Intermittent
ITM10293,Pharma,12.02,7.12,3,11,11.0,0.35087389016088,Intermittent
ITM11749,Automotive,13.38,9.98,7,5,5.0,0.5563509778555326,Lumpy
ITM12256,Automotive,27.32,2.21,8,5,5.0,0.006543696635933537,Intermittent
ITM10993,Apparel,13.05,1.82,4,5,5.0,0.019450096152434634,Intermittent
ITM11426,Pharma,30.13,9.46,8,4,4.0,0.0985789094695197,Intermittent
ITM11561,Apparel,22.3,1.13,8,14,14.0,0.0025677170262824504,Intermittent
ITM13141,Automotive,36.8,1.85,9,13,13.0,0.0025272477551984886,Intermittent
ITM11504,Electronics,5.64,5.82,5,7,7.0,1.0648483476686288,Lumpy
ITM11661,Groceries,10.21,2.65,6,9,9.0,0.06736592286757716,Intermittent
ITM12105,Groceries,1.77,6.28,4,10,10.0,12.588464362092632,Lumpy
ITM13049,Automotive,23.51,8.44,3,7,7.0,0.12887825139704523,Intermittent
ITM11167,Automotive,38.15,1.6,4,6,6.0,0.001758939414499914,Intermittent
ITM12516,Pharma,14.5,9.62,2,14,14.0,0.44016361474435184,Intermittent
ITM11326,Groceries,46.95,1.43,4,6,6.0,0.0009276857418616545,Intermittent
ITM10658,Electronics,24.56,2.63,2,3,3.0,0.011467130950991524,Intermittent
ITM12750,Pharma,13.75,3.27,5,3,3.0,0.056557487603305784,Intermittent
ITM10610,Electronics,9.58,5.1,8,10,10.0,0.28340619156994606,Intermittent
ITM11494,Pharma,43.58,1.88,5,10,10.0,0.0018609780328350154,Intermittent
ITM11971,Automotive,11.42,2.7,7,9,9.0,0.05589787787425509,Intermittent
ITM10967,Automotive,18.06,6.57,4,13,13.0,0.13234125451153964,Intermittent
ITM12360,Apparel,48.87,3.33,8,4,4.0,0.0046430545804801784,Intermittent
ITM12833,Groceries,24.48,5.21,2,5,5.0,0.045295245685420135,Intermittent
ITM12988,Automotive,49.33,7.8,6,14,14.0,0.02500155232353554,Intermittent
ITM11240,Electronics,35.73,3.11,5,3,3.0,0.007576257826349297,Intermittent
ITM13004,Apparel,40.31,2.52,9,8,8.0,0.003908188345088649,Intermittent
ITM13143,Pharma,36.02,8.7,3,13,13.0,0.05833793983908623,Intermittent
ITM13198,Electronics,10.41,7.33,6,9,9.0,0.4957999632733248,Lumpy
ITM12458,Electronics,5.09,1.56,5,11,11.0,0.09393201354016699,Intermittent
ITM10555,Automotive,3.14,4.77,3,7,7.0,2.3076899671386255,Lumpy
ITM13081,Groceries,20.9,7.51,3,8,8.0,0.12911815205695842,Intermittent
ITM10430,Apparel,16.52,5.48,5,3,3.0,0.11003758009954917,Intermittent
ITM12889,Groceries,28.53,2.46,9,4,4.0,0.007434755158386599,Intermittent
ITM10507,Pharma,44.98,2.41,3,11,11.0,0.002870748740460906,Intermittent
ITM11828,Electronics,48.44,5.61,3,6,6.0,0.013412738378788988,Intermittent
ITM10680,Automotive,20.34,3.66,4,6,6.0,0.03237876454259883,Intermittent
ITM10952,Pharma,41.9,4.61,5,5,5.0,0.012105251166261303,Intermittent
ITM11376,Groceries,9.26,4.21,3,7,7.0,0.20670082894448358,Intermittent
ITM13197,Apparel,29.04,9.85,3,9,9.0,0.11504804335617631,Intermittent
ITM12850,Groceries,19.46,6.21,7,7,7.0,0.10183510804042128,Intermittent
ITM10718,Apparel,44.65,9.79,7,13,13.0,0.04807535027318361,Intermittent
ITM12618,Groceries,17.34,5.91,8,4,4.0,0.11616539552926809,Intermittent
ITM10061,Pharma,48.46,7.31,9,4,4.0,0.02275453339667368,Intermittent
ITM12686,Automotive,28.82,3.35,8,14,14.0,0.013511440749999638,Intermittent
ITM12200,Groceries,20.01,4.91,5,6,6.0,0.060210024922571194,Intermittent
ITM13114,Automotive,36.48,3.26,5,14,14.0,0.007985930767159127,Intermittent
ITM10698,Apparel,35.51,3.97,7,10,10.0,0.012499126657536589,Intermittent
ITM11061,Electronics,25.99,5.49,5,13,13.0,0.04462026342448875,Intermittent
ITM11792,Electronics,13.05,1.97,7,9,9.0,0.022788273806902425,Intermittent
ITM12617,Pharma,20.37,1.61,7,8,8.0,0.006246973937483024,Intermittent
ITM10428,Automotive,5.6,0.97,9,8,8.0,0.0300031887755102,Intermittent
ITM11747,Groceries,19.46,5.76,3,11,11.0,0.08761113264725175,Intermittent
ITM11791,Automotive,21.48,6.42,9,3,3.0,0.08933085733903436,Intermittent
ITM11548,Automotive,44.0,7.41,9,12,12.0,0.02836162190082645,Intermittent
ITM12775,Automotive,35.55,3.49,7,11,11.0,0.00963766094781424,Intermittent
ITM11150,Electronics,17.17,5.37,6,12,12.0,0.0978155679831918,Intermittent
ITM10390,Electronics,13.56,2.68,8,12,12.0,0.039061616240721894,Intermittent
ITM12979,Automotive,2.69,3.66,9,9,9.0,1.8512181976479047,Lumpy
ITM12255,Pharma,10.48,3.81,8,12,12.0,0.1321683249810617,Intermittent
ITM12477,Apparel,33.7,4.55,2,10,10.0,0.018229006154848588,Intermittent
ITM12195,Pharma,20.65,0.53,9,10,10.0,0.0006587363471674221,Intermittent
ITM11229,Automotive,31.44,6.44,6,13,13.0,0.04195721565047362,Intermittent
ITM10241,Electronics,49.61,4.46,6,6,6.0,0.008082231081939227,Intermittent
ITM12343,Groceries,21.56,7.73,8,12,12.0,0.12854686064002263,Intermittent
ITM11701,Pharma,6.06,1.33,2,7,7.0,0.04816793560544174,Intermittent
ITM11088,Pharma,7.81,7.14,6,4,4.0,0.8357845829487458,Lumpy
ITM12573,Electronics,17.98,9.88,5,6,6.0,0.3019496387656041,Intermittent
ITM12866,Groceries,8.81,6.82,7,10,10.0,0.5992622664627572,Lumpy
ITM10060,Apparel,37.24,8.92,4,5,5.0,0.057373370513901754,Intermittent
ITM10526,Automotive,9.13,9.35,2,12,12.0,1.0487734068805339,Lumpy
ITM11539,Pharma,5.53,1.48,6,6,6.0,0.07162640733268148,Intermittent
ITM11296,Electronics,47.45,9.71,4,8,8.0,0.04187608052844712,Intermittent
ITM10904,Pharma,16.97,7.49,5,4,4.0,0.1948049332438367,Intermittent
ITM12969,Apparel,25.87,7.33,9,12,12.0,0.08028142855157713,Intermittent
ITM10012,Automotive,29.28,7.95,3,7,7.0,0.07372115190808923,Intermittent
ITM10871,Pharma,37.24,2.96,2,12,12.0,0.006317773873074583,Intermittent
ITM12694,Apparel,36.28,2.87,9,12,12.0,0.006257908901609313,Intermittent
ITM11285,Electronics,17.84,2.63,7,3,3.0,0.02173310593416316,Intermittent
ITM11648,Apparel,30.09,9.68,7,11,11.0,0.10349189498083791,Intermittent
ITM12633,Pharma,38.47,2.87,2,7,7.0,0.005565695224721475,Intermittent
ITM10437,Groceries,29.35,3.76,7,3,3.0,0.016411923301283632,Intermittent
ITM11316,Pharma,8.4,2.3,5,3,3.0,0.07497165532879817,Intermittent
ITM11890,Groceries,4.68,6.62,6,5,5.0,2.0008948791000076,Lumpy
ITM12181,Electronics,40.07,5.41,4,4,4.0,0.018228706202877185,Intermittent
ITM12186,Pharma,18.09,4.22,3,11,11.0,0.054418650559010115,Intermittent
ITM10634,Electronics,31.38,2.17,6,12,12.0,0.0047820442358133056,Intermittent
ITM12831,Pharma,17.88,3.56,7,6,6.0,0.03964285893027842,Intermittent
ITM11484,Electronics,22.93,8.5,9,3,3.0,0.13741360773198316,Intermittent
ITM12321,Automotive,29.21,7.11,9,11,11.0,0.05924832643616138,Intermittent
ITM11547,Pharma,12.92,6.94,7,8,8.0,0.28853195180630503,Intermittent
ITM11863,Automotive,11.25,9.75,2,9,9.0,0.7511111111111112,Lumpy
ITM10818,Automotive,3.93,4.6,5,3,3.0,1.370031531444036,Lumpy
ITM12786,Groceries,5.29,3.79,3,13,13.0,0.5132950496889305,Lumpy
ITM12620,Electronics,10.63,6.81,9,13,13.0,0.41041922389021285,Intermittent
ITM12735,Groceries,38.41,7.14,9,11,11.0,0.03455475429499377,Intermittent
ITM12030,Electronics,41.19,7.06,7,13,13.0,0.029378242962565308,Intermittent
ITM11022,Groceries,36.5,9.61,9,6,6.0,0.06932039782323138,Intermittent
ITM10497,Electronics,9.04,1.48,7,13,13.0,0.026803195238468167,Intermittent
ITM11246,Groceries,13.37,1.51,6,14,14.0,0.012755311822928236,Intermittent
ITM10768,Automotive,9.25,5.57,8,14,14.0,0.36259926953981014,Intermittent
ITM11068,Electronics,30.24,6.73,9,12,12.0,0.049529797773018684,Intermittent
ITM10226,Apparel,44.2,0.51,9,13,13.0,0.00013313609467455618,Intermittent
ITM11398,Electronics,18.85,1.2,4,5,5.0,0.0040526563896178805,Intermittent
ITM11904,Pharma,41.33,4.05,9,7,7.0,0.009602387679578992,Intermittent
ITM11709,Automotive,2.67,8.32,4,12,12.0,9.71010955406865,Lumpy
ITM10854,Pharma,19.73,5.18,9,7,7.0,0.06892953503827264,Intermittent
ITM10401,Automotive,18.29,1.9,6,14,14.0,0.01079144970422161,Intermittent
ITM11644,Electronics,37.13,7.26,4,8,8.0,0.03823167652048193,Intermittent
ITM10335,Apparel,20.46,8.5,4,13,13.0,0.1725943571558934,Intermittent
ITM10318,Apparel,3.78,0.85,9,7,7.0,0.05056549368718682,Intermittent
ITM11523,Electronics,44.9,6.88,7,12,12.0,0.023479248614838223,Intermittent
ITM10282,Electronics,47.11,5.14,8,3,3.0,0.011904194922473094,Intermittent
ITM10651,Apparel,15.54,4.01,3,10,10.0,0.06658658106534555,Intermittent
ITM10553,Automotive,27.9,2.01,5,12,12.0,0.005190195398311942,Intermittent
ITM12935,Pharma,11.28,7.61,5,12,12.0,0.4551464023439466,Intermittent
ITM12517,Pharma,19.7,2.64,6,3,3.0,0.01795872091525162,Intermittent
ITM12785,Groceries,38.88,8.34,6,11,11.0,0.04601289818625209,Intermittent
ITM10522,Pharma,47.41,9.54,5,11,11.0,0.0404908448743856,Intermittent
ITM11872,Groceries,4.57,2.53,3,10,10.0,0.30648458934445455,Intermittent
ITM11221,Pharma,16.87,4.19,5,13,13.0,0.0616876009541917,Intermittent
ITM12353,Groceries,5.69,5.09,7,5,5.0,0.8002230040060413,Lumpy
ITM10283,Pharma,26.54,0.76,6,10,10.0,0.000820021704452593,Intermittent
ITM12842,Groceries,45.66,4.74,3,10,10.0,0.010776677067486763,Intermittent
ITM12758,Pharma,23.35,6.81,7,13,13.0,0.08505903553136562,Intermittent
ITM12948,Pharma,16.25,4.82,9,4,4.0,0.08798068639053254,Intermittent
ITM10388,Electronics,21.26,6.72,3,4,4.0,0.09991070551493002,Intermittent
ITM10831,Groceries,43.18,7.06,8,9,9.0,0.02673278010915883,Intermittent
ITM12206,Apparel,25.83,7.95,2,6,6.0,0.09472954361201155,Intermittent
ITM10830,Pharma,23.87,0.69,9,3,3.0,0.0008355902108351529,Intermittent
ITM11438,Apparel,38.64,1.12,5,10,10.0,0.0008401596303297628,Intermittent
ITM11732,Automotive,12.01,3.28,5,13,13.0,0.07458674806797833,Intermittent
ITM12141,Groceries,46.85,7.32,8,7,7.0,0.024411978099454532,Intermittent
ITM11269,Automotive,28.75,3.36,2,10,10.0,0.013658495274102078,Intermittent
ITM11331,Automotive,41.72,9.11,3,3,3.0,0.047681307332175696,Intermittent
ITM12723,Groceries,10.5,2.69,6,3,3.0,0.06563356009070295,Intermittent
ITM12814,Pharma,7.27,6.9,7,9,9.0,0.9008020373527283,Lumpy
ITM12323,Pharma,7.2,2.16,4,5,5.0,0.09,Intermittent
ITM10008,Groceries,33.72,7.04,9,4,4.0,0.04358832560096476,Intermittent
ITM11112,Apparel,49.54,1.61,9,12,12.0,0.0010561843974659726,Intermittent
ITM12223,Automotive,35.57,1.54,2,5,5.0,0.0018744493567902432,Intermittent
ITM10339,Pharma,25.38,2.51,2,10,10.0,0.009780570940304687,Intermittent
ITM10027,Apparel,1.21,2.35,5,11,11.0,3.7719418072536035,Lumpy
ITM12707,Groceries,6.79,3.11,9,13,13.0,0.20978828347153505,Intermittent
ITM10007,Groceries,47.82,6.78,4,13,13.0,0.020102045153642344,Intermittent
ITM10224,Electronics,38.56,5.2,9,12,12.0,0.01818580947297739,Intermittent
ITM11599,Electronics,6.87,9.31,2,3,3.0,1.8364786670310975,Lumpy
ITM12123,Apparel,27.49,6.57,9,9,9.0,0.05711908732048601,Intermittent
ITM12487,Electronics,16.16,4.18,9,7,7.0,0.06690673708459956,Intermittent
ITM10840,Automotive,47.87,8.71,7,13,13.0,0.03310620919959876,Intermittent
ITM12984,Pharma,13.17,8.26,9,11,11.0,0.393358505012139,Intermittent
ITM12800,Automotive,10.37,6.51,8,8,8.0,0.3940982118696001,Intermittent
ITM11935,Pharma,7.26,3.82,9,3,3.0,0.2768557096130349,Intermittent
ITM13195,Automotive,10.32,8.38,5,4,4.0,0.6593691785349438,Lumpy
ITM12767,Groceries,8.36,4.32,6,5,5.0,0.2670268537808201,Intermittent
ITM12603,Pharma,48.17,7.24,5,11,11.0,0.02259039578056559,Intermittent
ITM11406,Automotive,38.05,5.86,2,8,8.0,0.02371842844586883,Intermittent
ITM12207,Groceries,42.16,3.06,3,3,3.0,0.005267950052029137,Intermittent
ITM12212,Automotive,5.6,1.66,3,9,9.0,0.08786989795918368,Intermittent
ITM11710,Apparel,34.56,7.96,4,7,7.0,0.05304917909807956,Intermittent
ITM11562,Automotive,21.9,4.95,3,8,8.0,0.05108838431225371,Intermittent
ITM11570,Pharma,18.89,2.14,3,6,6.0,0.012834047161115832,Intermittent
ITM11683,Groceries,45.01,8.76,3,4,4.0,0.03787827445193374,Intermittent
ITM10921,Automotive,41.15,4.61,3,5,5.0,0.012550533049670102,Intermittent
ITM12926,Pharma,11.77,2.84,9,7,7.0,0.05822154881620178,Intermittent
ITM11948,Apparel,42.66,1.14,9,6,6.0,0.0007141147449858661,Intermittent
ITM10832,Apparel,47.7,9.38,6,9,9.0,0.038669532235451304,Intermittent
ITM10801,Groceries,22.65,5.61,2,4,4.0,0.061346432174027465,Intermittent
ITM10524,Automotive,33.24,8.1,5,13,13.0,0.05938106843566316,Intermittent
ITM10638,Pharma,32.51,5.4,9,12,12.0,0.027590119444590843,Intermittent
ITM12167,Automotive,3.08,7.8,5,6,6.0,6.413391803002192,Lumpy
ITM12036,Pharma,20.57,8.26,5,9,9.0,0.16124695095939756,Intermittent
ITM11333,Electronics,18.75,7.66,4,12,12.0,0.16689948444444447,Intermittent
ITM12039,Automotive,44.81,9.09,4,8,8.0,0.041150761719957116,Intermittent
ITM13126,Groceries,38.62,4.95,8,12,12.0,0.016428044060748336,Intermittent
ITM13118,Groceries,36.79,2.71,9,5,5.0,0.0054259902131068545,Intermittent
ITM12079,Pharma,39.38,9.32,5,9,9.0,0.05601191242315824,Intermittent
ITM10920,Groceries,31.43,2.99,4,5,5.0,0.009050104930439992,Intermittent
ITM10411,Apparel,7.29,0.96,9,4,4.0,0.01734152991583261,Intermittent
ITM12873,Electronics,5.06,3.06,8,10,10.0,0.3657141964411255,Intermittent
ITM13072,Automotive,42.86,4.33,7,6,6.0,0.010206373549276214,Intermittent
ITM12804,Electronics,41.36,7.22,9,4,4.0,0.03047286831856156,Intermittent
ITM11399,Groceries,4.94,9.44,3,3,3.0,3.651657952105426,Lumpy
ITM10494,Automotive,14.23,7.74,3,13,13.0,0.2958503730254246,Intermittent
ITM10536,Groceries,8.64,5.96,6,11,11.0,0.4758444787379972,Intermittent
ITM11184,Automotive,46.64,8.65,9,8,8.0,0.03439656954182101,Intermittent
ITM11276,Electronics,17.55,6.94,8,8,8.0,0.15637405540539445,Intermittent
ITM12953,Pharma,11.17,9.29,6,9,9.0,0.6917116364735121,Lumpy
ITM10225,Electronics,36.24,9.4,2,7,7.0,0.06727896924598824,Intermittent
ITM12930,Pharma,11.61,5.3,6,11,11.0,0.2083950023777358,Intermittent
ITM11312,Apparel,24.5,9.76,6,12,12.0,0.15869654310703873,Intermittent
ITM12399,Electronics,11.92,3.21,2,7,7.0,0.07251995968650062,Intermittent
ITM12906,Groceries,21.66,1.8,9,14,14.0,0.006906024355245893,Intermittent
ITM10113,Groceries,47.5,3.91,8,7,7.0,0.0067758891966759015,Intermittent
ITM10319,Groceries,28.63,6.17,7,3,3.0,0.046443787790042636,Intermittent
ITM12289,Groceries,33.32,9.15,9,10,10.0,0.07541056638741932,Intermittent
ITM10810,Pharma,37.34,1.19,8,5,5.0,0.001015652859449021,Intermittent
ITM11186,Electronics,13.86,8.82,8,3,3.0,0.40495867768595056,Intermittent
ITM10642,Automotive,1.49,4.86,9,3,3.0,10.638980226115944,Lumpy
ITM12356,Pharma,42.29,2.56,3,6,6.0,0.003664414224632461,Intermittent
ITM12569,Pharma,25.1,0.99,3,14,14.0,0.0015556895922286943,Intermittent
ITM12124,Groceries,10.3,5.03,7,12,12.0,0.23848524837402202,Intermittent
ITM11569,Groceries,46.83,7.56,5,12,12.0,0.026061251985762833,Intermittent
ITM13063,Automotive,49.22,5.51,8,4,4.0,0.012531988248699213,Intermittent
ITM10110,Electronics,25.36,1.5,5,3,3.0,0.003498517250644349,Intermittent
ITM10531,Apparel,18.46,5.95,9,12,12.0,0.103889232553417,Intermittent
ITM12475,Groceries,33.88,9.22,7,14,14.0,0.07405852170797968,Intermittent
ITM10573,Groceries,23.02,6.74,6,4,4.0,0.08572532780394942,Intermittent
ITM11185,Groceries,34.48,2.39,6,4,4.0,0.004804644812420262,Intermittent
ITM13078,Electronics,29.98,0.51,5,3,3.0,0.0002893857190094708,Intermittent
ITM12313,Apparel,31.65,7.11,7,11,11.0,0.0504651737382359,Intermittent
ITM11793,Groceries,24.36,3.89,7,5,5.0,0.02550026153941561,Intermittent
ITM10328,Apparel,16.01,4.53,6,8,8.0,0.08005965977697418,Intermittent
ITM12562,Apparel,48.59,7.11,4,7,7.0,0.021411416686090028,Intermittent
ITM10140,Electronics,14.46,8.0,2,14,14.0,0.30608594510731174,Intermittent
ITM11506,Electronics,37.23,5.04,4,11,11.0,0.018326308811030072,Intermittent
ITM11018,Apparel,21.1,1.02,2,7,7.0,0.002336874733271939,Intermittent
ITM12400,Pharma,7.27,3.81,9,13,13.0,0.2746509652261277,Intermittent
ITM11934,Automotive,25.09,1.74,8,4,4.0,0.004809469488954948,Intermittent
ITM12006,Electronics,39.23,7.2,5,13,13.0,0.033684365925274906,Intermittent
ITM11902,Apparel,30.59,7.31,9,3,3.0,0.05710521880835237,Intermittent
ITM11538,Groceries,28.95,9.28,3,10,10.0,0.1027540187506898,Intermittent
ITM12236,Pharma,4.5,7.22,5,14,14.0,2.5742419753086416,Lumpy
ITM11699,Pharma,33.51,3.13,6,10,10.0,0.008724485384133743,Intermittent
ITM12777,Groceries,13.06,7.04,6,5,5.0,0.29057548034867936,Intermittent
ITM12430,Electronics,16.51,3.62,3,4,4.0,0.04807540976028697,Intermittent
ITM11853,Electronics,44.06,4.6,6,9,9.0,0.010900004512478237,Intermittent
ITM10754,Groceries,5.61,8.89,6,10,10.0,2.511179743328218,Lumpy
ITM12610,Automotive,28.52,7.17,2,3,3.0,0.0632032293471868,Intermittent
ITM11437,Electronics,26.41,5.97,2,7,7.0,0.05109893631160159,Intermittent
ITM10316,Groceries,10.01,8.58,6,5,5.0,0.7346938775510206,Lumpy
ITM10727,Apparel,34.12,0.94,7,9,9.0,0.0007589928106991531,Intermittent
ITM10881,Automotive,45.21,2.95,5,6,6.0,0.004257699611256492,Intermittent
ITM11521,Automotive,14.61,5.7,9,5,5.0,0.15221213565010605,Intermittent
ITM10953,Automotive,28.36,3.88,4,11,11.0,0.01871763603557724,Intermittent
ITM10683,Apparel,46.38,3.82,4,11,11.0,0.006783678188748068,Intermittent
ITM10807,Groceries,6.16,2.74,3,14,14.0,0.1978516613256873,Intermittent
ITM13161,Groceries,11.15,8.68,4,5,5.0,0.6060238492630055,Lumpy
ITM11147,Pharma,34.53,6.84,8,11,11.0,0.039239100815896114,Intermittent
ITM11925,Automotive,43.23,3.88,2,10,10.0,0.008055508868663432,Intermittent
ITM11204,Groceries,44.57,7.97,5,5,5.0,0.031976533020714126,Intermittent
ITM10099,Electronics,3.43,9.73,9,10,10.0,8.047063723448563,Lumpy
ITM12464,Groceries,27.72,9.25,8,13,13.0,0.11135174149243414,Intermittent
ITM12747,Pharma,44.34,6.28,6,9,9.0,0.02005986056407117,Intermittent
ITM10639,Automotive,23.79,1.77,6,8,8.0,0.005535510114510797,Intermittent
ITM11818,Pharma,3.44,9.84,5,5,5.0,8.182260681449433,Lumpy
ITM12232,Automotive,15.55,6.71,5,10,10.0,0.18620196234530245,Intermittent
ITM12615,Automotive,21.85,6.15,9,5,5.0,0.0792222821505061,Intermittent
ITM10681,Automotive,37.46,9.48,8,8,8.0,0.06404439517474983,Intermittent
ITM12179,Groceries,48.53,4.75,5,11,11.0,0.009580024872186014,Intermittent
ITM10378,Apparel,36.8,8.41,5,9,9.0,0.05222715323724009,Intermittent
ITM11821,Pharma,2.42,5.7,9,4,4.0,5.547776791202787,Lumpy
ITM12153,Pharma,1.76,2.07,5,13,13.0,1.3832967458677683,Lumpy
ITM12683,Apparel,32.73,4.48,3,5,5.0,0.018735445196927828,Intermittent
ITM10349,Automotive,29.38,6.88,2,12,12.0,0.05483695025072279,Intermittent
ITM10230,Apparel,40.59,2.67,9,3,3.0,0.004326975339900545,Intermittent
ITM12316,Automotive,24.21,6.38,9,3,3.0,0.06944672638439538,Intermittent
ITM11835,Apparel,17.93,5.11,3,8,8.0,0.08122341049299672,Intermittent
ITM11790,Apparel,4.35,7.92,5,13,13.0,3.314910820451843,Lumpy
ITM10688,Electronics,36.36,7.89,5,3,3.0,0.04708756766765785,Intermittent
ITM10905,Apparel,12.64,7.87,6,9,9.0,0.38766386095978206,Intermittent
ITM12503,Electronics,1.9,7.3,5,7,7.0,14.761772853185596,Lumpy
ITM11034,Pharma,42.08,9.41,9,13,13.0,0.05000665263701948,Intermittent
ITM10560,Electronics,20.68,1.45,3,9,9.0,0.004916261050772758,Intermittent
ITM10702,Apparel,15.71,2.71,8,8,8.0,0.029756799015899654,Intermittent
ITM12913,Automotive,41.26,9.13,5,14,14.0,0.04896470110567066,Intermittent
ITM11637,Pharma,28.79,1.56,3,7,7.0,0.0029360663587673784,Intermittent
ITM11346,Apparel,14.58,4.78,9,5,5.0,0.10748323896726071,Intermittent
ITM11755,Apparel,15.33,8.98,3,7,7.0,0.34313764287224874,Intermittent
ITM10402,Electronics,8.01,4.83,7,5,5.0,0.36360448316009486,Intermittent
ITM11065,Pharma,6.66,5.87,2,5,5.0,0.7768331394457519,Lumpy
ITM10853,Apparel,47.07,0.86,3,12,12.0,0.00033381704307517166,Intermittent
ITM12760,Pharma,27.62,9.83,4,10,10.0,0.1266658923918851,Intermittent
ITM12125,Apparel,10.16,9.88,5,10,10.0,0.9456413912827827,Lumpy
ITM10111,Groceries,40.66,6.99,9,13,13.0,0.02955422687486285,Intermittent
ITM10489,Apparel,49.98,7.72,9,12,12.0,0.02385844293699873,Intermittent
ITM12938,Electronics,38.32,4.4,9,13,13.0,0.013184217293334672,Intermittent
ITM11350,Automotive,14.8,7.24,3,9,9.0,0.23930606281957634,Intermittent
ITM11899,Pharma,28.13,6.05,4,11,11.0,0.04625634196216363,Intermittent
ITM11719,Automotive,27.51,2.67,8,7,7.0,0.009419792624234587,Intermittent
ITM11335,Electronics,46.51,5.23,5,7,7.0,0.012644763142930173,Intermittent
ITM10889,Pharma,21.43,8.29,6,14,14.0,0.14964586433077423,Intermittent
ITM12474,Pharma,39.87,9.81,7,10,10.0,0.0605404358748325,Intermittent
ITM12075,Pharma,20.29,2.43,6,13,13.0,0.014343279227932293,Intermittent
ITM11457,Automotive,41.84,9.55,6,4,4.0,0.05209828071246559,Intermittent
ITM10078,Pharma,8.68,3.5,5,6,6.0,0.16259105098855361,Intermittent
ITM10794,Pharma,39.96,2.85,3,5,5.0,0.005086730875019163,Intermittent
ITM12398,Automotive,9.18,3.24,4,8,8.0,0.12456747404844293,Intermittent
ITM12716,Pharma,2.66,8.77,6,4,4.0,10.870159421109161,Lumpy
ITM12098,Electronics,31.62,6.52,3,14,14.0,0.0425178661372937,Intermittent
