SKU,category,forecast_14d_total,mu_demand,sigma_demand,mu_lead,sigma_lead,safety_stock,ROP,EOQ,current_stock,annual_cost_dynamic,annual_cost_static,cost_saving_pct,action
ITM12584,Pharma,579.8,41.415,0.193,3.0,1.5,102.19,226.44,178.49,443,20876.32,22826.02,8.54,Hold
ITM12587,Electronics,381.15,27.225,0.053,3.0,1.5,67.18,148.85,54.4,476,45794.0,81738.48,43.97,Hold
ITM12588,Electronics,580.18,41.442,0.231,8.0,1.5,102.26,433.8,194.1,248,19462.03,19500.17,0.2,Reorder Now
ITM12589,Electronics,294.15,21.011,0.436,8.0,1.5,51.88,219.97,72.48,221,21991.0,33129.84,33.62,Hold
ITM12590,Apparel,50.45,3.604,0.036,2.0,1.5,8.89,16.1,19.79,231,10289.89,16504.85,37.66,Hold
ITM12591,Apparel,385.52,27.537,0.51,6.0,1.5,67.98,233.2,44.83,25,61437.6,121709.58,49.52,Reorder Now
ITM12592,Electronics,136.31,9.737,0.517,8.0,1.5,24.15,102.04,48.73,131,12682.98,17082.92,25.76,Hold
ITM12593,Apparel,677.1,48.364,0.042,5.0,1.5,119.34,361.16,71.35,395,74948.18,141987.88,47.22,Hold
ITM12594,Automotive,377.07,26.934,0.205,3.0,1.5,66.46,147.26,149.82,398,14388.28,14771.75,2.6,Hold
ITM12595,Automotive,391.08,27.934,0.397,4.0,1.5,68.94,180.68,52.59,466,49899.83,92017.16,45.77,Hold
ITM12596,Apparel,632.34,45.167,0.045,3.0,1.5,111.45,246.95,50.09,342,114376.25,242088.27,52.75,Hold
ITM12597,Electronics,424.98,30.355,0.067,6.0,1.5,74.9,257.03,49.68,125,61470.26,122063.57,49.64,Reorder Now
ITM12598,Apparel,214.65,15.332,0.266,7.0,1.5,37.85,145.17,40.39,158,29640.96,52126.42,43.14,Hold
ITM12599,Apparel,227.48,16.249,0.3,8.0,1.5,40.12,170.11,62.95,318,18389.85,25532.32,27.97,Hold
ITM12601,Groceries,628.8,44.914,0.26,8.0,1.5,110.83,470.15,134.04,115,30541.23,39791.5,23.25,Reorder Now
ITM12602,Automotive,549.38,39.242,0.169,4.0,1.5,96.83,253.8,50.98,407,88626.36,182436.41,51.42,Hold
ITM12603,Pharma,675.92,48.28,0.067,5.0,1.5,119.13,360.53,138.97,466,32362.59,43435.39,25.49,Hold
ITM12604,Pharma,85.05,6.075,0.298,9.0,1.5,15.06,69.74,27.05,471,13868.22,17612.8,21.26,Hold
ITM12605,Groceries,217.72,15.552,0.152,5.0,1.5,38.38,116.14,31.99,356,41876.1,71906.18,41.76,Hold
ITM12606,Apparel,98.94,7.067,0.536,8.0,1.5,17.62,74.15,22.08,316,22296.97,29458.46,24.31,Hold
ITM12609,Electronics,85.7,6.121,0.057,8.0,1.5,15.11,64.08,47.61,435,7298.39,8690.44,16.02,Hold
ITM12610,Automotive,389.78,27.841,0.528,2.0,1.5,68.71,124.39,80.47,233,28494.09,44115.88,35.41,Hold
ITM12612,Apparel,505.95,36.139,0.067,7.0,1.5,89.17,342.15,68.96,310,50461.01,89085.32,43.36,Reorder Now
ITM12613,Pharma,332.19,23.728,0.064,9.0,1.5,58.55,272.1,130.19,41,13974.57,15701.98,11.0,Reorder Now
ITM12614,Pharma,298.76,21.34,0.428,4.0,1.5,52.68,138.03,36.29,212,56502.16,112109.18,49.6,Hold
ITM12615,Automotive,301.83,21.559,0.252,9.0,1.5,53.21,247.25,40.11,487,49579.07,94559.92,47.57,Hold
ITM12616,Pharma,629.64,44.975,0.239,8.0,1.5,110.98,470.78,79.03,169,58143.81,100906.35,42.38,Reorder Now
ITM12617,Pharma,290.75,20.768,0.029,7.0,1.5,51.25,196.62,84.63,387,18172.13,23964.6,24.17,Hold
ITM12618,Groceries,244.81,17.486,0.339,8.0,1.5,43.18,183.06,37.86,266,39275.92,70841.19,44.56,Hold
ITM12619,Automotive,251.71,17.979,0.012,9.0,1.5,44.36,206.18,48.64,286,29080.27,47501.87,38.78,Hold
ITM12620,Electronics,167.31,11.951,0.031,9.0,1.5,29.49,137.04,45.01,480,18223.38,25244.35,27.81,Hold
ITM12621,Apparel,584.13,41.723,0.187,7.0,1.5,102.96,395.02,53.28,270,91440.66,191216.93,52.18,Reorder Now
ITM12622,Pharma,139.06,9.933,0.318,8.0,1.5,24.55,104.02,37.14,22,18026.63,24426.87,26.2,Reorder Now
ITM12624,Electronics,213.61,15.258,0.184,4.0,1.5,37.65,98.69,38.68,335,31202.78,53032.12,41.16,Hold
ITM12626,Electronics,548.5,39.179,0.055,2.0,1.5,96.67,175.03,47.87,106,97364.05,203762.6,52.22,Reorder Now
ITM12627,Groceries,423.62,30.258,0.039,3.0,1.5,74.66,165.44,42.07,289,78378.14,154907.31,49.4,Hold
ITM12628,Pharma,465.5,33.25,0.112,8.0,1.5,82.05,348.05,60.78,244,52987.27,97855.2,45.85,Reorder Now
ITM12629,Electronics,250.82,17.916,0.065,6.0,1.5,44.21,151.7,33.46,37,48628.75,88393.4,44.99,Reorder Now
ITM12630,Apparel,417.25,29.804,0.491,7.0,1.5,73.57,282.2,41.63,132,77760.31,153899.62,49.47,Reorder Now
ITM12631,Pharma,214.48,15.32,0.072,5.0,1.5,37.8,114.4,39.74,270,30250.51,52068.56,41.9,Hold
ITM12632,Groceries,285.85,20.418,0.158,2.0,1.5,50.38,91.22,53.63,252,30679.82,51565.9,40.5,Hold
ITM12633,Pharma,548.51,39.179,0.04,2.0,1.5,96.67,175.03,52.34,348,84929.93,167628.24,49.33,Hold
ITM12634,Electronics,168.14,12.01,0.259,7.0,1.5,29.66,113.73,25.69,298,38957.98,77939.39,50.02,Hold
ITM12635,Groceries,579.38,41.384,0.24,9.0,1.5,102.12,474.58,46.07,221,113027.81,242825.72,53.45,Reorder Now
ITM12636,Apparel,254.07,18.148,0.154,2.0,1.5,44.78,81.08,52.84,102,26472.38,45220.31,41.46,Hold
ITM12637,Groceries,380.91,27.208,0.004,3.0,1.5,67.14,148.76,37.64,144,78395.0,159162.71,50.75,Reorder Now
ITM12638,Groceries,667.28,47.663,0.37,2.0,1.5,117.61,212.94,67.37,194,79594.37,152203.56,47.71,Reorder Now
ITM12639,Automotive,466.74,33.339,0.069,6.0,1.5,82.26,282.29,70.02,88,43880.92,77380.24,43.29,Reorder Now
ITM12640,Groceries,466.14,33.296,0.127,6.0,1.5,82.16,281.94,41.01,66,95089.45,194410.82,51.09,Reorder Now
ITM12641,Groceries,505.54,36.11,0.081,9.0,1.5,89.1,414.09,45.17,391,93335.43,191300.67,51.21,Reorder Now
ITM12642,Pharma,626.84,44.775,0.316,8.0,1.5,110.49,468.69,56.15,275,94542.8,196353.15,51.85,Reorder Now
ITM12643,Apparel,165.19,11.8,0.217,8.0,1.5,29.13,123.53,25.6,234,38115.31,78423.52,51.4,Hold
ITM12644,Pharma,423.8,30.272,0.069,9.0,1.5,74.7,347.14,46.67,49,67098.28,134251.75,50.02,Reorder Now
ITM12645,Pharma,290.41,20.744,0.039,5.0,1.5,51.18,154.9,46.98,300,37464.75,65592.65,42.88,Hold
ITM12647,Pharma,127.0,9.072,0.014,6.0,1.5,22.38,76.81,21.68,256,32697.06,48760.22,32.94,Hold
ITM12648,Automotive,253.14,18.082,0.199,9.0,1.5,44.63,207.36,50.82,267,27687.86,42891.65,35.45,Hold
ITM12649,Automotive,419.09,29.935,0.445,7.0,1.5,73.89,283.44,62.35,387,43753.85,73576.51,40.53,Hold
ITM12652,Apparel,386.61,27.615,0.465,4.0,1.5,68.16,178.62,41.54,225,69105.01,139392.3,50.42,Hold
ITM12653,Pharma,85.75,6.125,0.01,8.0,1.5,15.11,64.11,17.63,333,24664.04,34267.55,28.03,Hold
ITM12654,Pharma,223.38,15.956,0.177,7.0,1.5,39.38,151.07,40.35,113,31430.6,51583.55,39.07,Reorder Now
ITM12656,Apparel,424.71,30.336,0.097,7.0,1.5,74.86,287.21,41.88,146,79246.62,165985.71,52.26,Reorder Now
ITM12657,Groceries,79.72,5.694,0.481,2.0,1.5,14.1,25.48,33.09,444,9995.31,10937.81,8.62,Hold
ITM12658,Automotive,381.69,27.264,0.07,4.0,1.5,67.27,176.33,46.15,44,57968.06,109685.24,47.15,Reorder Now
ITM12660,Groceries,505.86,36.133,0.025,5.0,1.5,89.16,269.82,48.92,374,82694.83,163981.02,49.57,Hold
ITM12661,Apparel,541.24,38.66,0.397,9.0,1.5,95.41,443.35,52.18,135,83551.73,172872.12,51.67,Reorder Now
ITM12663,Electronics,163.97,11.712,0.327,4.0,1.5,28.92,75.77,41.2,245,19797.29,29714.55,33.38,Hold
ITM12664,Pharma,94.64,6.76,0.587,7.0,1.5,16.87,64.19,36.41,285,11151.76,15080.34,26.05,Hold
ITM12665,Electronics,583.23,41.66,0.382,5.0,1.5,102.8,311.1,50.55,118,98844.24,203532.67,51.44,Reorder Now
ITM12666,Automotive,506.33,36.167,0.039,2.0,1.5,89.24,161.57,67.66,478,51843.28,90022.24,42.41,Hold
ITM12667,Pharma,418.64,29.903,0.465,9.0,1.5,73.82,342.94,67.83,30,39062.78,64357.06,39.3,Reorder Now
ITM12669,Automotive,423.86,30.275,0.129,4.0,1.5,74.71,195.81,114.73,424,21428.52,27635.9,22.46,Hold
ITM12670,Pharma,49.18,3.513,0.007,3.0,1.5,8.67,19.21,14.96,233,14179.93,17425.41,18.62,Hold
ITM12671,Groceries,86.53,6.181,0.037,4.0,1.5,15.25,39.98,20.58,192,20220.76,36962.31,45.29,Hold
ITM12673,Pharma,318.96,22.783,0.107,4.0,1.5,56.22,147.35,39.5,228,55167.44,105858.52,47.89,Hold
ITM12674,Groceries,89.6,6.4,0.191,9.0,1.5,15.82,73.42,28.11,467,14155.38,23707.85,40.29,Hold
ITM12675,Electronics,86.56,6.183,0.016,7.0,1.5,15.26,58.54,30.61,401,12177.14,19491.07,37.52,Hold
ITM12676,Automotive,506.31,36.165,0.216,9.0,1.5,89.24,414.73,45.59,83,92232.83,191695.9,51.89,Reorder Now
ITM12677,Automotive,420.61,30.044,0.362,7.0,1.5,74.15,284.46,57.78,277,48820.88,85123.25,42.65,Reorder Now
ITM12678,Automotive,380.93,27.209,0.086,6.0,1.5,67.14,230.39,76.09,351,29536.08,45641.73,35.29,Hold
ITM12679,Automotive,331.51,23.679,0.005,6.0,1.5,58.43,200.5,39.47,140,58634.95,111644.1,47.48,Reorder Now
ITM12680,Apparel,674.85,48.204,0.191,7.0,1.5,118.95,456.37,80.71,317,62723.96,114306.67,45.13,Reorder Now
ITM12681,Pharma,57.79,4.128,0.261,7.0,1.5,10.25,39.14,28.73,485,7867.28,10330.06,23.84,Hold
ITM12682,Pharma,126.97,9.069,0.021,3.0,1.5,22.38,49.59,77.76,73,7137.59,8211.83,13.08,Hold
ITM12683,Apparel,465.99,33.285,0.077,3.0,1.5,82.13,181.98,41.42,350,93561.16,191317.88,51.1,Hold
ITM12684,Groceries,137.99,9.856,0.46,4.0,1.5,24.37,63.79,31.55,291,22005.77,29587.19,25.62,Hold
ITM12685,Groceries,421.21,30.086,0.283,9.0,1.5,74.25,345.03,85.66,260,29421.8,44076.9,33.25,Reorder Now
ITM12686,Automotive,422.84,30.203,0.135,8.0,1.5,74.53,316.15,44.29,262,72297.89,137714.78,47.5,Reorder Now
ITM12687,Electronics,676.22,48.301,0.017,9.0,1.5,119.18,553.89,51.95,37,120622.44,256215.28,52.92,Reorder Now
ITM12688,Groceries,632.11,45.151,0.065,5.0,1.5,111.41,337.17,64.07,206,78694.37,149953.95,47.52,Reorder Now
ITM12689,Electronics,674.87,48.205,0.061,9.0,1.5,118.95,552.79,179.27,365,25124.47,27865.53,9.84,Reorder Now
ITM12690,Pharma,87.65,6.261,0.05,8.0,1.5,15.45,65.54,28.15,163,13715.32,21811.21,37.12,Hold
ITM12691,Electronics,639.66,45.69,0.334,3.0,1.5,112.74,249.82,90.33,281,49846.41,80320.56,37.94,Hold
ITM12692,Pharma,135.6,9.685,0.036,4.0,1.5,23.9,62.64,27.19,460,26196.15,36010.94,27.26,Hold
ITM12693,Apparel,448.23,32.016,0.607,8.0,1.5,79.05,335.18,54.2,383,58855.55,110709.47,46.84,Hold
ITM12694,Apparel,505.31,36.093,0.065,9.0,1.5,89.06,413.9,68.02,450,51309.22,91719.31,44.06,Hold
ITM12695,Automotive,127.66,9.119,0.002,2.0,1.5,22.5,40.74,26.18,258,25298.6,42719.35,40.78,Hold
ITM12696,Groceries,466.23,33.302,0.11,6.0,1.5,82.18,281.99,52.46,323,65540.17,121642.22,46.12,Hold
ITM12697,Automotive,50.27,3.591,0.002,8.0,1.5,8.86,37.58,14.05,317,15871.45,25904.83,38.73,Hold
ITM12698,Pharma,215.68,15.406,0.249,5.0,1.5,38.02,115.05,35.39,95,35771.5,64179.18,44.26,Reorder Now
ITM12700,Electronics,131.69,9.406,0.117,8.0,1.5,23.22,98.47,23.8,352,30207.01,54454.2,44.53,Hold
ITM12701,Pharma,76.17,5.441,0.431,7.0,1.5,13.56,51.64,33.67,407,9266.51,10364.65,10.6,Hold
ITM12702,Apparel,329.76,23.554,0.31,9.0,1.5,58.14,270.13,64.85,265,29438.75,45561.68,35.39,Reorder Now
ITM12703,Groceries,583.86,41.704,0.03,2.0,1.5,102.91,186.31,51.21,149,97054.39,203453.57,52.3,Reorder Now
ITM12704,Pharma,95.94,6.853,0.297,6.0,1.5,16.95,58.07,27.0,493,16330.82,20254.79,19.37,Hold
ITM12705,Pharma,251.45,17.961,0.044,2.0,1.5,44.32,80.24,45.18,334,32024.07,56111.0,42.93,Hold
ITM12706,Electronics,632.36,45.168,0.04,4.0,1.5,111.45,292.13,50.23,430,113880.61,239008.48,52.35,Hold
ITM12707,Groceries,86.37,6.169,0.013,9.0,1.5,15.22,70.74,22.13,302,18302.93,32542.34,43.76,Hold
ITM12708,Apparel,215.51,15.394,0.351,3.0,1.5,38.0,84.18,30.73,98,43699.06,86322.41,49.38,Hold
ITM12709,Pharma,551.45,39.389,0.113,6.0,1.5,97.19,333.53,49.01,91,94705.03,193248.17,50.99,Reorder Now
ITM12710,Pharma,379.63,27.116,0.492,9.0,1.5,66.95,311.0,90.65,282,23931.86,34312.11,30.25,Reorder Now
ITM12712,Automotive,85.1,6.079,0.286,3.0,1.5,15.02,33.26,17.84,386,24018.02,44416.71,45.93,Hold
ITM12713,Apparel,632.4,45.171,0.033,5.0,1.5,111.46,337.32,66.88,394,73987.13,143898.13,48.58,Hold
ITM12714,Groceries,633.19,45.228,0.215,4.0,1.5,111.6,292.51,55.09,449,98911.96,208686.46,52.6,Hold
ITM12715,Pharma,135.89,9.706,0.514,4.0,1.5,24.01,62.84,28.68,82,24465.33,37602.84,34.94,Hold
ITM12716,Pharma,70.21,5.015,0.381,6.0,1.5,12.47,42.56,31.99,399,8866.98,9410.45,5.78,Hold
ITM12717,Apparel,676.88,48.348,0.021,2.0,1.5,119.3,216.0,101.42,31,46688.76,77047.7,39.4,Reorder Now
ITM12720,Apparel,424.65,30.332,0.053,6.0,1.5,74.84,256.83,53.49,62,55189.12,105428.78,47.65,Reorder Now
ITM12722,Automotive,583.53,41.68,0.079,7.0,1.5,102.85,394.61,119.89,82,31182.91,42777.24,27.1,Reorder Now
ITM12723,Groceries,163.25,11.661,0.335,6.0,1.5,28.8,98.77,37.71,272,22035.98,32708.99,32.63,Hold
ITM12724,Pharma,163.45,11.675,0.328,2.0,1.5,28.82,52.17,32.88,484,26451.22,48233.14,45.16,Hold
ITM12726,Electronics,583.88,41.706,0.145,2.0,1.5,102.91,186.32,62.73,311,71695.52,135583.14,47.12,Hold
ITM12727,Groceries,424.19,30.299,0.075,4.0,1.5,74.76,195.96,43.93,488,73547.61,150965.39,51.28,Hold
ITM12730,Groceries,165.78,11.841,0.013,8.0,1.5,29.22,123.95,58.17,109,13324.18,17703.7,24.74,Reorder Now
ITM12731,Electronics,581.96,41.569,0.156,9.0,1.5,102.57,476.69,89.41,227,44024.73,73609.66,40.19,Reorder Now
ITM12732,Electronics,290.48,20.749,0.028,4.0,1.5,51.2,134.19,60.87,311,26693.38,43116.69,38.09,Hold
ITM12733,Automotive,52.39,3.742,0.035,4.0,1.5,9.23,24.2,46.92,303,4167.19,4155.52,-0.28,Hold
ITM12734,Pharma,252.14,18.01,0.194,7.0,1.5,44.45,170.52,46.86,137,30616.52,48650.49,37.07,Reorder Now
ITM12735,Groceries,548.14,39.153,0.13,9.0,1.5,96.61,448.98,55.74,368,77213.29,149046.37,48.2,Reorder Now
ITM12736,Groceries,676.64,48.331,0.087,6.0,1.5,119.26,409.25,114.29,194,40361.4,60814.58,33.63,Reorder Now
ITM12737,Groceries,215.67,15.405,0.06,4.0,1.5,38.01,99.63,59.85,95,18171.52,25087.97,27.57,Reorder Now
ITM12739,Pharma,414.92,29.637,0.444,5.0,1.5,73.15,221.33,84.0,433,29499.71,43367.13,31.98,Hold
ITM12740,Automotive,581.35,41.525,0.198,4.0,1.5,102.47,268.57,107.4,170,35154.67,51483.97,31.72,Reorder Now
ITM12741,Apparel,542.14,38.724,0.369,5.0,1.5,95.56,289.18,44.45,419,107231.3,219519.59,51.15,Hold
ITM12742,Apparel,390.38,27.884,0.446,2.0,1.5,68.81,124.58,146.46,289,15303.25,16464.78,7.05,Hold
ITM12745,Electronics,299.91,21.422,0.231,5.0,1.5,52.87,159.98,35.6,199,58482.45,118217.04,50.53,Hold
ITM12746,Pharma,171.63,12.26,0.146,4.0,1.5,30.25,79.29,31.83,143,29657.22,56542.38,47.55,Hold
ITM12747,Pharma,630.82,45.058,0.22,6.0,1.5,111.19,381.54,154.0,400,26613.53,32119.48,17.14,Hold
ITM12748,Electronics,86.09,6.15,0.021,8.0,1.5,15.17,64.37,22.0,312,18356.66,31675.89,42.05,Hold
ITM12749,Groceries,463.49,33.106,0.133,6.0,1.5,81.69,280.33,100.16,304,27945.9,41211.13,32.19,Hold
ITM12750,Pharma,214.21,15.301,0.158,5.0,1.5,37.76,114.26,38.36,214,31685.68,50339.37,37.06,Hold
ITM12751,Apparel,331.97,23.712,0.058,9.0,1.5,58.51,271.92,41.6,418,54389.7,106118.59,48.75,Hold
ITM12752,Electronics,220.06,15.719,0.308,5.0,1.5,38.8,117.4,64.32,247,17171.15,24124.15,28.82,Hold
ITM12753,Automotive,247.36,17.668,0.357,3.0,1.5,43.61,96.61,41.22,450,35424.21,60022.87,40.98,Hold
ITM12754,Groceries,216.96,15.497,0.203,3.0,1.5,38.24,84.73,39.97,449,30519.81,47441.45,35.67,Hold
ITM12756,Automotive,254.27,18.162,0.292,7.0,1.5,44.83,171.97,30.21,294,57822.82,118603.91,51.25,Hold
ITM12757,Automotive,505.86,36.133,0.026,9.0,1.5,89.16,414.35,51.93,480,75598.62,150831.37,49.88,Hold
ITM12758,Pharma,331.37,23.67,0.13,7.0,1.5,58.41,224.09,37.1,125,64276.92,125746.66,48.88,Reorder Now
ITM12759,Pharma,380.74,27.196,0.153,3.0,1.5,67.11,148.7,45.22,40,59492.38,116739.27,49.04,Reorder Now
ITM12760,Pharma,376.55,26.897,0.17,4.0,1.5,66.37,173.96,39.09,83,72657.48,149651.3,51.45,Reorder Now
ITM12761,Electronics,677.02,48.358,0.043,2.0,1.5,119.32,216.04,72.5,184,73240.09,139218.23,47.39,Reorder Now
ITM12762,Electronics,252.71,18.051,0.046,6.0,1.5,44.54,152.84,37.85,46,41185.32,78988.87,47.86,Reorder Now
ITM12763,Groceries,167.34,11.953,0.079,2.0,1.5,29.49,53.4,26.44,330,37092.59,64808.43,42.77,Hold
ITM12764,Pharma,632.79,45.199,0.107,3.0,1.5,111.53,247.13,49.56,304,116438.82,248214.09,53.09,Hold
ITM12765,Automotive,121.3,8.665,0.517,5.0,1.5,21.46,64.79,76.0,167,6917.58,8054.37,14.11,Hold
ITM12767,Groceries,132.03,9.431,0.289,6.0,1.5,23.3,79.88,22.46,345,32952.08,54380.02,39.4,Hold
ITM12768,Electronics,464.77,33.198,0.122,3.0,1.5,81.92,181.51,53.04,338,64184.36,123209.38,47.91,Hold
ITM12769,Groceries,125.11,8.936,0.391,9.0,1.5,22.13,102.56,21.24,183,32980.85,57271.57,42.41,Hold
ITM12770,Groceries,632.08,45.149,0.26,4.0,1.5,111.41,292.0,52.96,405,104827.57,221659.47,52.71,Hold
ITM12774,Pharma,255.35,18.239,0.07,9.0,1.5,45.01,209.16,38.35,165,41057.33,78611.69,47.77,Reorder Now
ITM12775,Automotive,505.6,36.114,0.087,7.0,1.5,89.11,341.91,45.17,472,93344.72,189723.2,50.8,Hold
ITM12776,Groceries,287.38,20.527,0.141,5.0,1.5,50.65,153.29,37.24,457,51227.33,94888.13,46.01,Hold
ITM12777,Groceries,170.67,12.191,0.244,6.0,1.5,30.1,103.24,34.92,375,25954.34,46569.87,44.27,Hold
ITM12778,Groceries,424.12,30.295,0.119,5.0,1.5,74.75,226.23,44.5,49,72124.34,138933.76,48.09,Reorder Now
ITM12779,Pharma,300.3,21.45,0.359,3.0,1.5,52.94,117.29,39.0,64,51232.57,97429.66,47.42,Reorder Now
ITM12780,Electronics,127.05,9.075,0.01,4.0,1.5,22.39,58.69,22.27,294,31488.57,57554.73,45.29,Hold
ITM12781,Electronics,127.02,9.073,0.012,8.0,1.5,22.39,94.97,38.89,490,15074.41,21382.03,29.5,Hold
ITM12782,Apparel,505.7,36.121,0.077,8.0,1.5,89.13,378.1,104.62,53,29929.7,42598.5,29.74,Reorder Now
ITM12783,Electronics,677.11,48.365,0.02,4.0,1.5,119.34,312.8,69.9,160,77206.91,148695.85,48.08,Reorder Now
ITM12785,Groceries,537.39,38.385,0.301,6.0,1.5,94.72,325.03,44.37,337,106002.89,225492.05,52.99,Hold
ITM12786,Groceries,82.53,5.895,0.42,3.0,1.5,14.6,32.28,73.21,393,4601.11,4274.18,-7.65,Hold
ITM12787,Apparel,289.53,20.68,0.109,7.0,1.5,51.03,195.79,33.26,240,61303.76,116278.68,47.28,Hold
ITM12788,Groceries,374.76,26.769,0.252,7.0,1.5,66.06,253.44,37.44,375,77038.45,151692.93,49.21,Hold
ITM12789,Electronics,213.22,15.23,0.208,7.0,1.5,37.59,144.2,87.26,41,11893.76,13385.8,11.15,Reorder Now
ITM12790,Pharma,382.32,27.309,0.404,5.0,1.5,67.4,203.94,39.06,199,74539.41,148606.51,49.84,Reorder Now
ITM12791,Pharma,631.98,45.141,0.054,7.0,1.5,111.39,427.38,67.53,455,72888.13,136086.76,46.44,Hold
ITM12792,Automotive,676.93,48.352,0.065,4.0,1.5,119.31,312.72,55.67,386,108459.53,219795.82,50.65,Hold
ITM12793,Electronics,105.56,7.54,0.548,8.0,1.5,18.78,79.1,54.92,439,8100.7,9530.61,15.0,Hold
ITM12794,Groceries,211.98,15.141,0.267,8.0,1.5,37.38,158.51,28.16,348,48452.96,88976.37,45.54,Hold
ITM12795,Pharma,673.4,48.1,0.431,5.0,1.5,118.7,359.2,62.03,250,91236.2,184990.23,50.68,Reorder Now
ITM12796,Electronics,215.41,15.386,0.293,3.0,1.5,37.98,84.13,29.16,422,47158.25,84441.39,44.15,Hold
ITM12797,Pharma,505.72,36.123,0.099,4.0,1.5,89.13,233.62,51.16,57,77259.4,148540.48,47.99,Reorder Now
ITM12798,Groceries,174.98,12.499,0.566,8.0,1.5,30.95,130.94,33.41,89,28590.79,52576.94,45.62,Reorder Now
ITM12800,Automotive,168.39,12.028,0.153,8.0,1.5,29.69,125.91,52.28,258,15359.38,19503.81,21.25,Hold
ITM12801,Automotive,583.96,41.711,0.3,2.0,1.5,102.92,186.35,64.58,354,68752.97,133686.66,48.57,Hold
ITM12802,Pharma,623.22,44.516,0.283,3.0,1.5,109.84,243.39,50.44,460,110503.27,229972.79,51.95,Hold
ITM12803,Electronics,224.93,16.067,0.129,3.0,1.5,39.65,87.85,70.86,167,15839.01,20857.48,24.06,Hold
ITM12804,Electronics,582.12,41.58,0.15,9.0,1.5,102.6,476.82,45.6,28,115771.89,244547.34,52.66,Reorder Now
ITM12806,Pharma,110.75,7.911,0.096,5.0,1.5,19.52,59.08,30.51,407,16965.68,21326.69,20.45,Hold
ITM12807,Electronics,548.02,39.144,0.137,8.0,1.5,96.59,409.74,82.15,69,44983.64,73704.69,38.97,Reorder Now
ITM12808,Groceries,422.37,30.169,0.187,9.0,1.5,74.45,345.97,40.38,357,83045.9,170187.45,51.2,Hold
ITM12809,Automotive,213.56,15.255,0.176,8.0,1.5,37.65,159.69,67.99,24,15508.21,20143.08,23.01,Reorder Now
ITM12810,Groceries,167.43,11.96,0.181,8.0,1.5,29.52,125.2,39.67,423,21376.23,37766.58,43.4,Hold
ITM12811,Electronics,677.16,48.369,0.019,7.0,1.5,119.35,457.93,136.39,362,33097.38,45427.48,27.14,Reorder Now
ITM12812,Groceries,583.5,41.679,0.058,7.0,1.5,102.84,394.59,46.71,145,111869.4,244289.45,54.21,Reorder Now
ITM12813,Electronics,586.44,41.889,0.326,7.0,1.5,103.37,396.59,57.43,94,82184.42,158236.31,48.06,Reorder Now
ITM12814,Pharma,131.06,9.361,0.255,7.0,1.5,23.13,88.66,35.57,184,17561.58,22432.96,21.72,Hold
ITM12815,Groceries,548.19,39.156,0.049,7.0,1.5,96.62,370.71,79.47,297,46994.96,77912.69,39.68,Reorder Now
ITM12816,Pharma,166.3,11.878,0.016,2.0,1.5,29.31,53.07,35.55,461,24420.45,39650.65,38.41,Hold
ITM12817,Pharma,675.47,48.248,0.045,3.0,1.5,119.05,263.8,133.68,343,33711.65,46988.33,28.26,Hold
ITM12818,Apparel,50.6,3.614,0.002,5.0,1.5,8.92,26.99,14.21,496,15770.55,25436.75,38.0,Hold
ITM12819,Electronics,251.74,17.982,0.01,4.0,1.5,44.37,116.3,40.99,319,36620.34,66022.22,44.53,Hold
ITM12820,Automotive,282.54,20.182,0.247,7.0,1.5,49.81,191.08,36.93,309,50538.81,104023.97,51.42,Hold
ITM12821,Electronics,583.96,41.711,0.055,2.0,1.5,102.92,186.35,87.89,96,45221.25,74361.92,39.19,Reorder Now
ITM12823,Electronics,252.94,18.067,0.165,9.0,1.5,44.59,207.19,60.11,156,22404.78,36109.66,37.95,Reorder Now
ITM12824,Pharma,422.72,30.194,0.126,8.0,1.5,74.51,316.06,42.78,125,76144.5,146156.45,47.9,Reorder Now
ITM12825,Groceries,582.49,41.607,0.201,5.0,1.5,102.67,310.7,51.48,114,95926.78,197854.66,51.52,Reorder Now
ITM12826,Groceries,78.12,5.58,0.411,9.0,1.5,13.92,64.13,38.32,154,8263.39,7044.38,-17.3,Hold
ITM12827,Apparel,550.93,39.352,0.154,5.0,1.5,97.1,293.86,128.05,87,26905.02,36071.57,25.41,Reorder Now
ITM12828,Automotive,677.11,48.365,0.044,5.0,1.5,119.34,361.17,53.82,166,114374.53,234723.33,51.27,Reorder Now
ITM12829,Automotive,52.56,3.754,0.072,2.0,1.5,9.27,16.77,34.8,497,5671.28,5447.37,-4.11,Hold
ITM12830,Automotive,67.41,4.815,0.392,4.0,1.5,11.95,31.21,20.55,178,14403.04,17069.97,15.62,Hold
ITM12831,Pharma,252.37,18.026,0.052,7.0,1.5,44.48,170.66,40.12,403,37873.76,67499.5,43.89,Hold
ITM12832,Automotive,86.69,6.192,0.015,5.0,1.5,15.28,46.24,35.55,182,10220.84,12517.44,18.35,Hold
ITM12833,Groceries,332.97,23.784,0.11,2.0,1.5,58.69,106.26,44.15,460,50135.41,96253.86,47.91,Hold
ITM12834,Pharma,505.32,36.094,0.004,8.0,1.5,89.06,377.82,58.35,360,63622.3,122190.59,47.93,Reorder Now
ITM12835,Electronics,407.89,29.135,0.519,3.0,1.5,71.91,159.31,52.18,208,53778.93,98935.79,45.64,Hold
